t_wall,x_ref,y_ref,z_ref,x_meas,y_meas,z_meas,vx_meas,vy_meas,vz_meas
1776643286.163516,0.0,0.0,1.6,0.012204209342598915,0.017791112884879112,0.01274631917476654,0.0075564136625491446,-0.006442700257786721,0.015106434586550994
1776643286.2135148,0.0,0.0,1.6,0.012076867744326591,0.017855487763881683,0.012555861845612526,-0.012619189899159182,0.004733729924848472,-0.019050393420595772
1776643286.2635188,0.0,0.0,1.6,0.01199684850871563,0.01767442561686039,0.012134690769016743,-0.01300780081732864,-0.007204750108014752,-0.03773692813939404
1776643286.3135214,0.0,0.0,1.6,0.012035872787237167,0.017792915925383568,0.012364918366074562,-0.006649608206310505,-0.004046678188513458,-0.022501909142576593
1776643286.363519,0.0,0.0,1.6,0.012114012613892555,0.01785201206803322,0.01262290496379137,-0.011883636662762232,-0.021209683832216386,0.03420022730498514
1776643286.4135165,0.0,0.0,1.6,0.012133294716477394,0.01774892956018448,0.012499116361141205,0.0021033008553135984,-0.03492328713120206,0.07184371345526369
1776643286.4635146,0.0,0.0,1.6,0.01209677942097187,0.017825985327363014,0.012619963847100735,0.00627600253016566,0.0016406629888924816,0.012563802057568471
1776643286.5135136,0.0,0.0,1.6,0.0121835395693779,0.017776377499103546,0.012732136994600296,-0.00033343807599232216,-0.001209849746185778,-0.0016988291064904278
1776643286.563523,0.0,0.0,1.6,0.012055529281497002,0.017843574285507202,0.012568516656756401,-0.0049966323812724355,0.0025153585187456893,-0.009394555523404933
1776643286.6135156,0.0,0.0,1.6,0.01210242323577404,0.01782810501754284,0.012598065659403801,-0.00613457898127943,0.004431740691512954,-0.011853187822047076
1776643286.668263,0.0,0.0,1.6,0.012154940515756607,0.01813000626862049,0.012046783231198788,0.011737845036867636,0.03204474615315131,-0.05996202614311583
1776643286.7135134,0.0,0.0,1.6,0.012022679671645164,0.017799513414502144,0.012648786418139935,-0.011143241606740583,0.008671429302316234,-0.01278940914622618
1776643286.7635133,0.0,0.0,1.6,0.012122303247451782,0.01772734522819519,0.012782702222466469,0.0081070410202849,-0.0076111031367716835,0.014915074617467237
1776643286.8135145,0.0,0.0,1.6,0.01203986071050167,0.01780538819730282,0.012650919146835804,0.003716945832860715,0.0006846800849024811,0.009433402458811854
1776643286.863517,0.0,0.0,1.6,0.012125056236982346,0.017748693004250526,0.012770889326930046,0.00038125006229081023,-0.0345794771687796,0.09243943440707963
1776643286.913517,0.0,0.0,1.6,0.01209445670247078,0.017763540148735046,0.012842164374887943,0.007918600181861198,-0.002889914333922645,0.028235904177693016
1776643286.9635134,0.0,0.0,1.6,0.011999253183603287,0.01781451515853405,0.012545405887067318,-0.0059648903801415585,0.010206629632884831,0.008618219816043314
1776643287.0135448,0.0,0.0,1.6,0.012133462354540825,0.018143286928534508,0.011984255164861679,0.0058443848219470245,0.03434345181465391,-0.06557535055140992
1776643287.0635164,0.0,0.0,1.6,0.01203962042927742,0.017829352989792824,0.0126231973990798,-0.008632028569889618,0.0074914767411575645,-0.008214477860227937
1776643287.1135213,0.0,0.0,1.6,0.012145500630140305,0.017756784334778786,0.01274772547185421,0.02042091972936259,-0.002676672243844189,0.04078173904160421
1776643287.163514,0.0,0.0,1.6,0.012105073779821396,0.01779237762093544,0.012813612818717957,0.01763397628139928,0.0018861759029695335,0.04949900011589581
1776643287.2135413,0.0,0.0,1.6,0.012046612799167633,0.017823297530412674,0.012610096484422684,0.0007179591937498104,0.011888640629617543,0.01298535872368849
1776643287.2635162,0.0,0.0,1.6,0.012007167562842369,0.017832396551966667,0.012554525397717953,0.0003349567173541607,0.00312836523747071,0.002804609994755341
1776643287.3135235,0.0,0.0,1.6,0.011986203491687775,0.017773529514670372,0.012544295750558376,-0.014944586650183118,0.0013000729629609933,-0.022230061862106236
1776643287.3635159,0.0,0.0,1.6,0.012053083628416061,0.017719056457281113,0.012480606324970722,-0.00617070697531846,-0.004549231486429308,-0.02723799613181989
1776643287.4145918,0.0,0.0,1.6,0.01204608753323555,0.017823057249188423,0.012623321264982224,0.001986600435972889,0.001482007156356029,-0.0024087103957804476
1776643287.463514,0.0,0.0,1.6,0.012111702933907509,0.01775994524359703,0.012709192931652069,0.00742983415322316,0.006887230704965839,0.01865346224214962
1776643287.5134773,0.0,0.0,1.6,0.01214718259871006,0.017772799357771873,0.012736272998154163,0.015141987126324051,0.0030318412057030925,0.027485902646543683
1776643287.5637376,0.0,0.0,1.6,0.01204129308462143,0.017813000828027725,0.012647435069084167,0.0007264687686272112,0.014523123142719837,0.015197658066838024
1776643287.6135411,0.0,0.0,1.6,0.012051848694682121,0.017818214371800423,0.012652862817049026,0.005042751178281186,0.00290103986236929,0.011052549044588276
1776643287.6635141,0.0,0.0,1.6,0.012012923136353493,0.01779835671186447,0.012575258500874043,-0.004997479967327044,-0.03984801875471851,0.08133815033742155
1776643287.7135167,0.0,0.0,1.6,0.011984886601567268,0.017795797437429428,0.012551729567348957,-0.016322930004094488,0.0050781051310102385,-0.022211747406388
1776643287.7635162,0.0,0.0,1.6,0.012133141979575157,0.0177309587597847,0.01278450433164835,0.02041497956836166,-0.001524660620500413,0.04978879829095334
